Date,Close,Volume
2021-01-04,26.327259063720703,51483900
2021-01-05,26.52889633178711,48507000
2021-01-06,28.18585968017578,107002800
2021-01-07,28.80830955505371,74358500
2021-01-08,28.519001007080078,44641400
2021-01-11,28.992416381835938,51868200
2021-01-12,29.509668350219727,68166200
2021-01-13,29.334327697753906,43172800
2021-01-14,29.798982620239258,48483500
2021-01-15,28.939815521240234,57684300
2021-01-19,28.729408264160156,78130200
2021-01-20,28.352428436279297,53920000
2021-01-21,27.852712631225586,49626600
2021-01-22,27.659839630126953,45314500
2021-01-25,27.31792449951172,48078400
2021-01-26,27.125051498413086,36373000
2021-01-27,26.15191650390625,63809200
2021-01-28,26.58149528503418,51223300
2021-01-29,25.994110107421875,64019100
2021-02-01,26.265886306762695,40985300
2021-02-02,27.20395278930664,53527000
2021-02-03,27.686138153076172,49404900
2021-02-04,28.492700576782227,51751900
2021-02-05,28.378726959228516,42008800
2021-02-08,29.009952545166016,46014100
2021-02-09,28.88721466064453,35868600
2021-02-10,28.91351890563965,45031900
2021-02-11,28.825849533081055,29479900
2021-02-12,29.25543212890625,37468300
2021-02-16,30.04446029663086,52802600
2021-02-17,30.16719627380371,45455300
2021-02-18,29.97432518005371,37541700
2021-02-19,30.281169891357422,54514100
2021-02-22,30.815959930419922,56783400
2021-02-23,31.14032745361328,67440700
2021-02-24,31.894304275512695,58139500
2021-02-25,31.499774932861328,74762000
2021-02-26,30.430204391479492,70933300
2021-03-01,31.37704086303711,45901700
2021-03-02,31.149097442626953,41167400
2021-03-03,31.929351806640625,66047000
2021-03-04,32.1584358215332,96512800
2021-03-05,32.53729248046875,74292300
2021-03-08,32.7135009765625,65335500
2021-03-09,31.999847412109375,63946000
2021-03-10,32.92495346069336,53365600
2021-03-11,32.8104133605957,45834000
2021-03-12,33.427146911621094,46069600
2021-03-15,33.2597541809082,50131600
2021-03-16,33.162837982177734,50300400
2021-03-17,33.43595886230469,63796000
2021-03-18,34.30820083618164,95439700
2021-03-19,33.946964263916016,106252700
2021-03-22,33.18046188354492,54701300
2021-03-23,32.510868072509766,49838000
2021-03-24,32.510868072509766,43896800
2021-03-25,33.18046188354492,47517900
2021-03-26,34.07912063598633,66846000
2021-03-29,33.753135681152344,45680000
2021-03-30,34.35224914550781,56705900
2021-03-31,34.08794021606445,49270000
2021-04-01,34.79277420043945,65587000
2021-04-05,35.0659065246582,50328500
2021-04-06,34.968994140625,42590100
2021-04-07,35.28616714477539,43136400
2021-04-08,34.977806091308594,45285900
2021-04-09,35.23331069946289,45872900
2021-04-12,35.29498291015625,45544600
2021-04-13,34.64299774169922,46770400
2021-04-14,35.136390686035156,52023800
2021-04-15,34.13199234008789,118128900
2021-04-16,34.49321746826172,60633400
2021-04-19,34.510841369628906,42321100
2021-04-20,33.550498962402344,50834100
2021-04-21,34.11437225341797,37851800
2021-04-22,33.79719161987305,48093400
2021-04-23,34.519649505615234,48674100
2021-04-26,34.7222900390625,34699800
2021-04-27,35.136390686035156,34304800
2021-04-28,35.26854705810547,34084400
2021-04-29,36.220088958740234,44008700
2021-04-30,35.70907211303711,39203400
2021-05-03,35.73550796508789,41940500
2021-05-04,36.12318420410156,53880000
2021-05-05,36.4667854309082,37471100
2021-05-06,37.01302719116211,39044400
2021-05-07,37.16280746459961,39249200
2021-05-10,37.048274993896484,41271500
2021-05-11,36.625370025634766,42964700
2021-05-12,36.281768798828125,47533000
2021-05-13,36.863250732421875,42026100
2021-05-14,37.321407318115234,30932600
2021-05-17,37.65620803833008,32656400
2021-05-18,37.14520263671875,37880300
2021-05-19,36.97780227661133,42672800
2021-05-20,36.889686584472656,36871100
2021-05-21,37.356651306152344,40243800
2021-05-24,37.55928039550781,31390800
2021-05-25,37.01302719116211,52657700
2021-05-26,37.03947067260742,41332800
2021-05-27,37.48880386352539,52981100
2021-05-28,37.34783935546875,38509700
2021-06-01,37.81479263305664,42890700
2021-06-02,37.83241653442383,34180500
2021-06-03,38.26594543457031,46981200
2021-06-04,38.28364181518555,37192600
2021-06-07,38.15092468261719,28401900
2021-06-08,37.9385871887207,41871400
2021-06-09,37.443111419677734,42366300
2021-06-10,36.88572311401367,40123600
2021-06-11,37.0361328125,31203600
2021-06-14,36.593753814697266,36050700
2021-06-15,36.62028503417969,39247900
2021-06-16,36.82378387451172,63859100
2021-06-17,35.21352005004883,80728200
2021-06-18,34.31106185913086,102774200
2021-06-21,35.169281005859375,48119400
2021-06-22,35.36392593383789,44113200
2021-06-23,35.56742477416992,32039900
2021-06-24,36.12482833862305,37161800
2021-06-25,36.82378387451172,53178800
2021-06-28,36.77070236206055,34416500
2021-06-29,36.17789840698242,38519600
2021-06-30,36.478736877441406,29159800
2021-07-01,36.75300598144531,28045100
2021-07-02,36.40795135498047,28980800
2021-07-06,35.452396392822266,47578700
2021-07-07,35.169281005859375,43499900
2021-07-08,34.31106185913086,52793100
2021-07-09,35.42586135864258,43887200
2021-07-12,35.94786834716797,42624500
2021-07-13,35.266605377197266,54338100
2021-07-14,34.38185119628906,105651700
2021-07-15,34.35530471801758,54697300
2021-07-16,33.5501708984375,60469700
2021-07-19,32.674259185791016,83251500
2021-07-20,33.34667205810547,59462900
2021-07-21,34.0279426574707,49907400
2021-07-22,33.58555603027344,52715600
2021-07-23,33.35551834106445,48659400
2021-07-26,33.735965728759766,32258000
2021-07-27,33.603248596191406,39121400
2021-07-28,33.735965728759766,43331100
2021-07-29,34.22258377075195,43039100
2021-07-30,33.93946075439453,46210100
2021-08-02,33.58555603027344,49894000
2021-08-03,34.10756301879883,39680600
2021-08-04,33.85983657836914,42289800
2021-08-05,34.523399353027344,34754500
2021-08-06,35.523193359375,58022300
2021-08-09,35.98326110839844,56340100
