Date,Close,Volume
2021-01-04,26.20964813232422,5824100
2021-01-05,25.704288482666016,9052900
2021-01-06,25.98759651184082,6754300
2021-01-07,25.80000114440918,6487800
2021-01-08,25.742572784423828,6226300
2021-01-11,25.152992248535156,8799500
2021-01-12,24.639976501464844,10999400
2021-01-13,24.509807586669922,6137600
2021-01-14,24.56340980529785,8530300
2021-01-15,24.4945011138916,6975000
2021-01-19,24.777803421020508,6148600
2021-01-20,25.160648345947266,6556300
2021-01-21,25.09939193725586,5138100
2021-01-22,25.198928833007812,4949100
2021-01-25,25.842119216918945,6447200
2021-01-26,26.332157135009766,4664500
2021-01-27,26.60015106201172,7207300
2021-01-28,26.002906799316406,6627800
2021-01-29,25.65834617614746,6544400
2021-02-01,25.459270477294922,5619300
2021-02-02,25.390356063842773,8602300
2021-02-03,25.2755069732666,4327300
2021-02-04,25.20658302307129,9149400
2021-02-05,25.88039779663086,8081000
2021-02-08,25.96462631225586,5075900
2021-02-09,25.81148338317871,4674900
2021-02-10,25.949310302734375,6148000
2021-02-11,27.212705612182617,20381000
2021-02-12,27.097850799560547,8821900
2021-02-16,27.074878692626953,6347800
2021-02-17,28.345932006835938,10648700
2021-02-18,29.831378936767578,22518600
2021-02-19,28.698150634765625,14349600
2021-02-22,28.506723403930664,6771400
2021-02-23,28.422496795654297,7042800
2021-02-24,28.790035247802734,5835600
2021-02-25,28.537351608276367,10442600
2021-02-26,27.855886459350586,7890400
2021-03-01,28.399526596069336,6195000
2021-03-02,28.575632095336914,5416700
2021-03-03,29.080995559692383,6537100
2021-03-04,28.491405487060547,11336200
2021-03-05,28.98145294189453,7562700
2021-03-08,29.609323501586914,6780700
2021-03-09,29.961544036865234,8743700
2021-03-10,30.252500534057617,7276700
2021-03-11,29.757448196411133,5939600
2021-03-12,29.478979110717773,8966900
2021-03-15,29.803861618041992,6920100
2021-03-16,29.966299057006836,6494800
2021-03-17,30.229290008544922,6407000
2021-03-18,30.12100601196289,8068100
2021-03-19,30.27570915222168,9966200
2021-03-22,30.592851638793945,7236700
2021-03-23,30.105533599853516,7663000
2021-03-24,29.571800231933594,5564200
2021-03-25,30.32212257385254,5414800
2021-03-26,30.964141845703125,9965500
2021-03-29,31.54428482055664,9905200
2021-03-30,31.157522201538086,8188000
2021-03-31,30.940940856933594,5671400
2021-04-01,30.964141845703125,4561000
2021-04-05,31.18073081970215,4416500
2021-04-06,31.482412338256836,4958000
2021-04-07,31.43599510192871,3678200
