Date,Close,Volume
2021-01-04,110.37371826171875,3472100
2021-01-05,110.96279907226562,2112700
2021-01-06,115.06768798828125,5861500
2021-01-07,114.15751647949219,8696600
2021-01-08,114.27010345458984,2934500
2021-01-11,113.59449005126953,3311000
2021-01-12,114.11996459960938,2671300
2021-01-13,114.85187530517578,3678300
2021-01-14,116.14677429199219,3404700
2021-01-15,114.61727905273438,3948200
2021-01-19,118.93360137939453,5818500
2021-01-20,120.98856353759766,4090200
2021-01-21,119.57169342041016,3654900
2021-01-22,118.3612289428711,2954800
2021-01-25,113.6789779663086,6156700
2021-01-26,108.9873046875,8932500
2021-01-27,107.05432891845703,5816900
2021-01-28,111.6333999633789,5788500
2021-01-29,109.09051513671875,5059300
2021-02-01,109.81302642822266,3359800
2021-02-02,113.2567138671875,4036700
2021-02-03,113.01274871826172,2782500
2021-02-04,117.19770812988281,3915900
2021-02-05,118.49259948730469,3184200
2021-02-08,120.0971450805664,3360900
2021-02-09,118.86792755126953,2175000
2021-02-10,120.32234954833984,2929100
2021-02-11,120.39740753173828,3733000
2021-02-12,121.6266098022461,2873300
2021-02-16,122.6212387084961,2730600
2021-02-17,120.63200378417969,3088800
2021-02-18,120.56632232666016,2269700
2021-02-19,123.58773803710938,3419500
2021-02-22,127.56629180908203,3923100
2021-02-23,128.49520874023438,4814400
2021-02-24,131.2633056640625,4099500
2021-02-25,128.62657165527344,3607500
2021-02-26,126.91881561279297,3654800
2021-03-01,130.1560821533203,2972100
2021-03-02,130.6627655029297,2929100
2021-03-03,133.7967987060547,4393700
2021-03-04,133.8812713623047,4461700
2021-03-05,138.24449157714844,5048300
2021-03-08,141.00320434570312,4283400
2021-03-09,136.15203857421875,5806100
2021-03-10,137.70025634765625,3049800
2021-03-11,138.63856506347656,3147700
2021-03-12,139.3798828125,2420100
2021-03-15,137.92547607421875,2586300
2021-03-16,134.46304321289062,4031000
2021-03-17,135.7579345703125,3278500
2021-03-18,133.7874298095703,3173600
2021-03-19,132.03274536132812,5098300
2021-03-22,131.31959533691406,2274100
2021-03-23,127.68822479248047,4905400
2021-03-24,129.88394165039062,2638900
2021-03-25,133.5059051513672,2766400
2021-03-26,134.86648559570312,2687500
2021-03-29,133.59036254882812,2220600
2021-03-30,134.64129638671875,2034500
2021-03-31,133.1166229248047,2957300
2021-04-01,136.0624542236328,2629200
2021-04-05,137.46475219726562,2960100
2021-04-06,137.5494842529297,2851200
2021-04-07,138.47183227539062,2399500
2021-04-08,138.38710021972656,2295600
2021-04-09,139.08352661132812,1783400
2021-04-12,138.88589477539062,1869000
2021-04-13,137.39889526367188,2132100
