Date,Close,Volume,sma20,sma50,ema20,rsi,macd,macd_signal,bb_high,bb_low,returns,volatility
2021-03-16,103.2787094116211,31900000,102.09163093566895,97.09590927124023,101.4657540788717,56.243406394536365,1.1548126250101376,1.4560619225678488,105.2987859040152,98.88447596732269,0.014334793985151695,0.020252599219919364
2021-03-17,103.19593811035156,26382000,102.00143013000488,97.44886932373046,101.63053351044121,56.01795600118748,1.1659413774815732,1.3980378135505938,104.9688411644534,99.03401909555636,-0.0008014362470356584,0.020228533231678034
2021-03-18,100.17869567871094,31700000,101.79211196899413,97.72768692016602,101.49226324075262,48.401494365273216,0.9206817003698262,1.3025665909144404,104.65172660418257,98.9324973338057,-0.02923799605769528,0.02119455265729719
2021-03-19,100.45722198486328,46072000,101.63884658813477,98.02909454345703,101.39368788304887,49.0896282839205,0.7402532062532003,1.1901039139821925,104.43901657777681,98.83867659849273,0.002780294794869631,0.021165228284841114
2021-03-22,100.64209747314453,33536000,101.5804401397705,98.2831916809082,101.32210784401036,49.570378345811925,0.60520381868848,1.07312389492345,104.41242429702528,98.74845598251572,0.0018403404417166591,0.020865001625196243
2021-03-23,101.16939544677734,28510000,101.53387718200683,98.52455108642579,101.30756380617865,50.991864750957774,0.5345626403598942,0.9654116440107389,104.3607356435103,98.70701872050337,0.005239338078913969,0.02089120378361816
2021-03-24,100.73326873779297,25218000,101.4068042755127,98.79836303710937,101.25286903776096,49.742958392648696,0.4383343712620018,0.8599961894609915,104.13602063148099,98.67758791954441,-0.004310856134489893,0.020721686151717485
2021-03-25,100.72981262207031,35616000,101.44771690368653,99.09079986572266,101.20305414102853,49.732563258434894,0.35767088770872135,0.7595311291105376,104.10975353589667,98.78568027147638,-3.4309575832947026e-05,0.019348088463624187
2021-03-26,100.3467025756836,27978000,101.45470504760742,99.36584106445312,101.12149684909092,48.52208255401461,0.2598354950397237,0.6595920022963748,104.10438136548206,98.80502872973278,-0.0038033431852406707,0.01936355063934339
2021-03-29,101.39044952392578,26492000,101.39555473327637,99.67794372558593,101.14711138955138,51.95321675884282,0.2634846106712132,0.5803705239713425,103.99503442185119,98.79607504470155,0.010401407534592177,0.018739625464106603
2021-03-30,101.42416381835938,27312000,101.35092620849609,99.99399154663087,101.17349733515213,52.0643589145658,0.26603039015871843,0.5175024972088177,103.91603384023227,98.78581857675991,0.000332519429511402,0.018733699628874948
2021-03-31,102.21959686279297,42570000,101.4775779724121,100.26959762573242,101.27312586159412,54.725352420867544,0.3284466096532128,0.47969131969769674,103.94992711967392,99.0052288251503,0.007842638425475501,0.017815772235198233
2021-04-01,105.55303192138672,39880000,101.71509628295898,100.5171125793457,101.68073596252675,63.79560903435824,0.6395202722258517,0.5116571102033278,104.73463501931573,98.69555754660223,0.03261052832235434,0.019036707076199973
2021-04-05,109.97285461425781,48510000,102.01714363098145,100.84897994995117,102.4704615484059,71.84866940413934,1.228529421852528,0.6550315725331679,106.64401598489512,97.39027127706778,0.04187300556333495,0.020020592746565317
2021-04-06,109.49209594726562,35240000,102.51711006164551,101.16289627075196,103.13918863401159,70.02412532595253,1.63765237280451,0.8515557325874363,108.02243197236272,97.0117881509283,-0.004371612146274684,0.017022312124612617
2021-04-07,110.967529296875,24134000,103.00941886901856,101.50461639404297,103.88474488761763,72.34517138227342,2.0572259790997833,1.0926897818899057,109.5844768210045,96.43436091703262,0.013475249851094162,0.016932085525625296
2021-04-08,111.53251647949219,28664000,103.54031105041504,101.84408615112305,104.61310408684378,73.20089948468349,2.407577770917669,1.3556673796954586,111.00724130580811,96.07338079502198,0.005091464018322611,0.01685547392688727
2021-04-09,112.5356216430664,26146000,103.96189765930175,102.291845703125,105.3676295683888,74.69787394885765,2.7346529169185914,1.631464487140085,112.39775593036315,95.52603938824036,0.008993836015155798,0.01570688081867637
2021-04-12,111.24459075927734,25024000,104.44417228698731,102.6798257446289,105.92734015799724,69.3301386395565,2.856756018731957,1.8765227934584596,113.37301930154467,95.51532527242995,-0.011472197557888641,0.014745267542489027
2021-04-13,111.73075103759766,25682000,104.93975219726562,103.10314224243164,106.48004595605441,70.19859327860381,2.9586472344490886,2.0929476816565855,114.31965687532464,95.5598475192066,0.004370192519044025,0.014733976399237562
2021-04-14,111.1102523803711,21002000,105.33132934570312,103.448916015625,106.92101799646552,67.56876515118525,2.9552612885290728,2.2654104030310833,115.04896707261763,95.61369161878862,-0.0055535172856554516,0.014724726955415303
2021-04-15,113.25820922851562,29174000,105.83444290161133,103.81182800292969,107.52456001856554,71.54303158079664,3.0902772756114842,2.4303837775471635,116.08505731152363,95.58382849169902,0.01933176104029788,0.01508015057731395
2021-04-16,113.13430786132812,26282000,106.48222351074219,104.03373016357422,108.05882171787626,71.00252310979546,3.1509583270757844,2.5744986874528877,116.85799949457054,96.10644752691384,-0.001093972507878127,0.012894408205682405
2021-04-19,113.48172760009766,30290000,107.13344879150391,104.26778457641602,108.57528894475449,71.6493109674895,3.190306499525704,2.697660249867451,117.54972608348247,96.71717149952535,0.0030708610441614326,0.012890542611639669
2021-04-20,112.94894409179688,22288000,107.74879112243653,104.45629287719727,108.9918275301871,69.10374589059191,3.1422768220134714,2.7865835642966554,118.0113793250446,97.48620291982846,-0.004694883657202276,0.013087967894071665
2021-04-21,112.91624450683594,23204000,108.33613357543945,104.64841903686523,109.36558152796317,68.94185169424026,3.0662287964213846,2.8425126107216014,118.36726797751601,98.30499917336289,-0.00028950766405011485,0.013160067645496206
2021-04-22,111.6361083984375,24146000,108.88127555847169,104.82399230957031,109.58182218229406,62.744528553196275,2.8695851119237545,2.847927110962032,118.37085902058666,99.3916920963567,-0.011337041131587955,0.013526908928605039
2021-04-23,113.98576354980469,29066000,109.5440731048584,105.03556640625,110.00124516967603,68.36553798543908,2.870254600680852,2.852392608905796,118.5004608736237,100.5876853360931,0.02104744768584288,0.013910471394318839
2021-04-26,114.48136901855469,32038000,110.25080642700195,105.25480255126953,110.42792363147399,69.41379199927346,2.8776051537591343,2.857435117876464,118.38567257019507,102.11594028380883,0.004347959370675669,0.013717212751030406
2021-04-27,113.54219818115234,44386000,110.85839385986328,105.44903015136718,110.72452120763383,65.01709218327544,2.775651302004789,2.841078354702129,118.01135578198097,103.7054319377456,-0.008203700265412839,0.014078996218040526
2021-04-28,116.91527557373047,81106000,111.63294944763183,105.69518707275391,111.31411686154779,71.90104142946325,2.933218973092309,2.859506478380165,117.82175730933218,105.44414158593148,0.029707698517484227,0.014985136162621912
2021-04-29,118.58647155761719,41234000,112.45129318237305,105.9669174194336,112.00672207069725,74.57095701651822,3.156557210145081,2.918916624733148,117.70206926270589,107.20051710204021,0.014294077276778117,0.015068060142347208
2021-04-30,116.64073181152344,44856000,113.00567817687988,106.21243087768555,112.44805633172832,66.6325103280161,3.1403494422200566,2.96320318823053,117.51504133344385,108.49631502031592,-0.016407771649975977,0.01476242775370123
2021-05-03,116.12429809570312,28242000,113.31325035095215,106.46446624755859,112.79817459496402,64.66485667597524,3.0506665989401824,2.98069587037246,117.7922578075143,108.83424289438999,-0.004427558947887933,0.01208047557944463
2021-05-04,114.32772827148438,44818000,113.55503196716309,106.71481628417969,112.94384637368024,58.223531544515275,2.802320720376514,2.945020840373271,117.69184998238637,109.4182139519398,-0.015471093075956621,0.012667667647595037
2021-05-05,114.72123718261719,26636000,113.74271736145019,106.96722793579102,113.11312168881709,59.18259522367764,2.6072034839810954,2.8774573690948357,117.73086642703461,109.75456829586577,0.00344193763912104,0.012395003133254376
2021-05-06,115.84032440185547,25190000,113.95810775756836,107.21853988647462,113.37285528053503,61.86389921099197,2.5138940486363595,2.8047447050031407,117.91067076779754,110.00554474733917,0.009754839179923369,0.012504797226112202
2021-05-07,116.56290435791016,28898000,114.15947189331055,107.55156677246094,113.67666947838028,63.52978655464149,2.46978170634344,2.737752105271201,118.2107511981499,110.10819258847121,0.006237723865033518,0.012438334395377745
2021-05-10,113.58036041259766,30914000,114.27626037597656,107.81903518676758,113.667497186401,53.19969623086709,2.1691513604042,2.624031956297801,118.11371701070169,110.43880374125143,-0.025587419614687246,0.013580967180556125
2021-05-11,112.50538635253906,34186000,114.31499214172364,108.01767379760742,113.55681996412842,50.04140596096162,1.8231421744881118,2.4638539999358633,118.06350494385019,110.56647933959708,-0.009464436071109361,0.013758247999619692
2021-05-12,109.04557800292969,46376000,114.21175842285156,108.15225067138672,113.12717787258569,41.50162497534835,1.2552796998045181,2.2221391399095944,118.3960138058897,110.02750303981342,-0.030752379612901004,0.015392322290039482
2021-05-13,110.472412109375,33204000,114.07246856689453,108.36796768188476,112.8743430379942,45.62296878463613,0.9098895449420183,1.9596892209160794,118.54964149317422,109.59529564061484,0.013084749813577767,0.015020662659599745
2021-05-14,112.917724609375,31996000,114.06163940429687,108.61026885986328,112.87847461622094,51.87997334814665,0.8239832749506775,1.7325480317229993,118.54887306751895,109.57440574107478,0.02213505121603543,0.01589670390253592
2021-05-17,113.44010162353516,21598000,114.05955810546875,108.80043273925781,112.93196290263182,53.12095151549877,0.7889587708169614,1.543830179541792,118.54790422888516,109.57121198205235,0.004626173755867491,0.015916184044400157
2021-05-18,112.12921142578125,22204000,114.01857147216796,109.05316162109375,112.855510381027,49.65987765236184,0.6479544994290904,1.3646550435192517,118.5613774630103,109.47576548132562,-0.011555791814293781,0.016097915966743266
2021-05-19,112.57676696777344,23684000,114.00159759521485,109.28226989746094,112.82896338928856,50.83760129441984,0.5657994069686794,1.2048839162091372,118.56324958967,109.4399456007597,0.003991426821800426,0.016125673261282614
2021-05-20,114.33368682861328,32352000,114.13647651672363,109.55065017700196,112.97227038350995,55.26238133390815,0.635138176339126,1.090934768235135,118.56805055406306,109.7049024793842,0.015606416032028836,0.016256000505748474
2021-05-21,113.69831085205078,40632000,114.12210388183594,109.74253860473632,113.04141709479956,53.39088382570846,0.6315401180136746,0.999055838190843,118.55740286929401,109.68680489437787,-0.005557207103055517,0.015633367035974795
2021-05-24,117.014404296875,31832000,114.24875564575196,110.0508447265625,113.41979682833055,60.844010671530214,0.8860557588784133,0.9764558223283571,118.85906805180527,109.63844323969865,0.02916572304349585,0.016928758375578647
2021-05-25,117.10511779785156,22440000,114.42690162658691,110.35656402587891,113.77077977780874,61.027603035541944,1.0826015031223903,0.9976849584871639,119.18714876072728,109.66665449244654,0.0007752336263355808,0.016783824947474324
2021-05-26,117.96944427490234,21572000,114.4796100616455,110.65037872314453,114.17065258705576,62.816546862173,1.2932021156922673,1.0567883899281845,119.3704546476499,109.58876547564111,0.007380774583590766,0.015516129751212101
2021-05-27,117.09569549560547,35224000,114.40507125854492,110.92837387084961,114.44922810215573,59.82683678226405,1.373764492255333,1.1201836103936142,119.08413686632542,109.72600565076442,-0.007406568579409356,0.015262102572319846
2021-05-28,116.80675506591797,21482000,114.41337242126465,111.26093505859374,114.67375447965689,58.82969248279238,1.3981783485361632,1.175782558022124,119.10883413713404,109.71791070539527,-0.0024675580811451825,0.014810026844613425
2021-06-01,118.01255798339844,23354000,114.50778541564941,111.61204177856445,114.99173576572751,61.69867847616449,1.4975617638425263,1.2401383991862045,119.40850775838666,109.60706307291215,0.010323058086837422,0.014935487062042055
2021-06-02,117.48770904541016,21158000,114.6657844543457,111.94895401000977,115.22944750664966,59.74702252550629,1.516491740737706,1.2954090674965049,119.73399217981401,109.59757672887739,-0.004447399047668443,0.014495961800163435
2021-06-03,116.34732055664062,18696000,114.74708862304688,112.25251251220703,115.3359116066488,55.62950215082314,1.4230698005601568,1.3209412141092354,119.86814181636107,109.62603542973268,-0.00970644927912212,0.014698287895579979
2021-06-04,118.6266098022461,24458000,114.8864028930664,112.6103793334961,115.64931143480094,61.36109807637767,1.5154822966453025,1.359849430616449,120.26400979277439,109.50879599335842,0.019590388800538427,0.015170387730439579
2021-06-07,119.05928039550781,24120000,115.01122169494629,112.97696868896485,115.97407038343968,62.355195461072555,1.6051298289762315,1.4089055102884056,120.64831198447754,109.37413140541503,0.0036473316904443998,0.015137020802184263
2021-06-08,118.86797332763672,24240000,115.27560234069824,113.34739410400391,116.24968018764892,61.600542960670296,1.6418134591036164,1.4554871000514478,121.11192243629974,109.43928224509675,-0.0016068219733529343,0.013796455759106529
2021-06-09,119.33879089355469,17942000,115.61727256774903,113.70636093139649,116.54388120725899,62.79396508666953,1.6894021664948298,1.5022701133401242,121.56393205027467,109.67061308522338,0.003960844563406951,0.013514160288012701
2021-06-10,120.68634796142578,25904000,116.19931106567383,114.09160461425782,116.93840185051297,66.04657364670513,1.8149317498765924,1.564802440647418,121.72283846467771,110.67578366666994,0.011291861244622892,0.011021164075955435
2021-06-11,120.44203186035156,21958000,116.69779205322266,114.45605331420899,117.27208089906904,64.93814461162417,1.8731085521569497,1.6264636629493245,121.85105154260825,111.54453256383707,-0.0020243888824302836,0.010965729884428666
2021-06-14,121.36930084228516,22098000,117.12037086486816,114.77237869262696,117.66229232223247,67.18884383877857,1.9713128766942845,1.6954335056983165,122.34996060537227,111.89078112436405,0.007698881923619005,0.010183130152030337
2021-06-15,120.352294921875,21562000,117.46598052978516,114.9799674987793,117.91848304600796,62.45359868851129,1.9446598053823578,1.745278765635125,122.589554963358,112.34240609621231,-0.008379432964944922,0.010527896712685773
2021-06-16,119.71099090576172,26472000,117.84506950378417,115.18434539794922,118.08919808027022,59.60110449030683,1.8504582490191552,1.7663146623119312,122.42633293206342,113.26380607550493,-0.005328556605668222,0.010159972720666072
2021-06-17,120.6734619140625,25842000,118.24990425109863,115.37846405029296,118.3353184453933,62.37834551716939,1.8323440816016614,1.7795205461698773,122.29729455991155,114.2025139422857,0.00803995523734713,0.010214128391689501
