Ticker,CurrentPrice,ForecastPrice,ExpectedReturn,MAE,RMSE,Dstat,Volatility,Weight,Allocation,ProjectedProfit
AXP,316.4700012207031,427.01184,34.92964235890357,55.31950887044271,68.122709240945,0.48739495798319327,0.00892894163625727,0.46889347231985423,468893472319.85425,163782812925.5696
BAC,51.333282470703125,67.72075,31.92366753483317,7.899867820739746,9.502799288981283,0.5126050420168067,0.013872655913843113,0.42854144241694414,428541442416.94415,136806145326.16379
MCO,453.25,515.253,13.679644947083563,57.31536127726237,67.03484712506251,0.4957983193277311,0.01546302009149911,0.1836347522094155,183634752209.4155,25120582101.70473
AAPL,312.05999755859375,308.0718,-1.27802016550256,23.096665318806966,26.506280597914863,0.46218487394957986,0.01093097374140193,-0.01715606781598037,-17156067815.980371,219258006.2955238
CB,311.7300109863281,296.88803,-4.761164936769495,28.284395345052083,32.02873379600829,0.47058823529411764,0.009887610276718127,-0.06391359913023353,-63913599130.233536,3043031871.6160917
